epoch;loss;train_acc;train_auprc;train_auroc;train_minpse;train_prec0;train_prec1;train_rec0;train_rec1;val_acc;val_auprc;val_auroc;val_loss;val_minpse;val_prec0;val_prec1;val_rec0;val_rec1
0;0.35103969071480373;0.8756897;0.47722152405427026;0.8258001493717355;0.4781077000503271;0.882954;0.66530615;0.9870805;0.16406643;0.8749224;0.4606727149720973;0.8256032785157769;0.3171191854248648;0.4680365296803653;0.8834889;0.6434783;0.98528355;0.16972478
1;0.325852352536859;0.8797766;0.5087239505390723;0.8343835331418835;0.5007549068948163;0.88653886;0.7040441;0.98731685;0.1927529;0.8767846;0.4921850084381299;0.8301830252178324;0.3031659552134911;0.49658314350797267;0.88694525;0.64444447;0.982771;0.19954129
