epoch;loss;train_acc;train_auprc;train_auroc;train_minpse;train_prec0;train_prec1;train_rec0;train_rec1;val_acc;val_auprc;val_auroc;val_loss;val_minpse;val_prec0;val_prec1;val_rec0;val_rec1
19;0.28301512860698047;0.8945576;0.609341654547079;0.8808068182908456;0.5586311021640664;0.9140416;0.6797707;0.96919805;0.41771516;0.88485414;0.557189256687481;0.8544804626013424;0.286206037453581;0.518348623853211;0.9116945;0.61245674;0.959799;0.4059633
20;0.28370152339927956;0.89394456;0.6121011880382687;0.8820906476626195;0.5666834423754403;0.9054241;0.72727275;0.9796754;0.34625062;0.8857852;0.5541352138841322;0.8536259278041586;0.2871817699561276;0.5091743119266054;0.90353805;0.6504425;0.9716439;0.33715597
21;0.28276268143162936;0.89448947;0.6142896337757863;0.8837274290133385;0.5658953722334004;0.90959203;0.7035316;0.97487;0.38097635;0.8867163;0.5479711219096715;0.8548385768949597;0.2847212635901017;0.5136986301369864;0.9079879;0.6392157;0.9669778;0.3738532
22;0.28317648833547154;0.8972822;0.6225093938182532;0.8856601508354802;0.57221942627076;0.91203773;0.7163505;0.9752639;0.3990941;0.88640594;0.5557725479107185;0.8575734175464478;0.2847114374351235;0.517162471395881;0.90795684;0.63671875;0.96661884;0.3738532
23;0.28486336174915633;0.8963967;0.6232289461199736;0.8865437102629198;0.571356783919598;0.90935737;0.7253385;0.9776272;0.37745345;0.88547486;0.5603838635193219;0.857561892028952;0.2819107793257667;0.5206422018348624;0.9051291;0.64016736;0.96913135;0.35091743
24;0.27845465967884736;0.8976909;0.6278494982212214;0.8869965116728088;0.5752390538500252;0.91372174;0.7099567;0.97360957;0.41268244;0.88547486;0.5549462385853384;0.8563171361394125;0.2860198511258184;0.5137614678899083;0.908415;0.62737644;0.96482414;0.37844038
25;0.27812414364957144;0.89687353;0.6291162757035674;0.8881513515176518;0.5760924158714213;0.90922403;0.73163563;0.978415;0.37594363;0.88547486;0.5520090261782782;0.8548896184724408;0.2902953278696515;0.518348623853211;0.90621847;0.6356275;0.9676956;0.36009175
26;0.27954489557232004;0.89782715;0.632758823254891;0.888203565812094;0.5807750377453448;0.905286;0.7795637;0.9848747;0.34172118;0.8882682;0.5552847199842774;0.8548105863524702;0.28622832044746327;0.5135135135135135;0.9016556;0.6881188;0.97738695;0.31880733
27;0.27770777584527007;0.8983039;0.6337519267696355;0.888776773305674;0.5813253012048193;0.91231686;0.7249545;0.9762092;0.40060392;0.8857852;0.5558139813033062;0.8559195057858099;0.2845316959289495;0.5137614678899083;0.9076197;0.6328125;0.9662599;0.37155962
28;0.2803054645216777;0.8986445;0.6402590358312902;0.890525337650455;0.5868142929038752;0.90784687;0.76458114;0.9825114;0.3628586;0.88392305;0.5515492467367722;0.8530290706481293;0.2875793855371385;0.5091743119266054;0.9028056;0.63596493;0.97020817;0.3325688
29;0.27816649122718984;0.8956474;0.6349823215150893;0.8888031381544241;0.5811965811965812;0.90104914;0.79738563;0.9877895;0.30699548;0.88640594;0.539205861410363;0.8521255524015884;0.28815927480889136;0.49311926605504586;0.8967213;0.70348835;0.98169416;0.27752292
30;0.2768842516033762;0.9010285;0.6484881387133241;0.8927008539594334;0.5925553319919518;0.9140332;0.7414105;0.9774697;0.41268244;0.88392305;0.5466826255272867;0.852832313599452;0.2889743288348803;0.5137614678899083;0.90743244;0.6183206;0.96410626;0.37155962
31;0.2744414835988635;0.8981677;0.6418206025773322;0.8921870367567225;0.5870221327967807;0.90929025;0.746;0.97999054;0.37544036;0.88982;0.5506683069651322;0.852562287189552;0.28754091186507896;0.5022935779816514;0.90693;0.67234045;0.9723618;0.36238533
32;0.27461100103813557;0.9008242;0.6514367258403354;0.8941540725286284;0.591343734272773;0.9108657;0.7641791;0.98132974;0.38651234;0.8845438;0.5540037118145176;0.8554889453822191;0.2842095830309546;0.518348623853211;0.9042197;0.63559324;0.96913135;0.3440367
33;0.27391655675421844;0.9004836;0.6460844889015368;0.8930603674157748;0.58643216080402;0.910233;0.7656566;0.98172367;0.38147962;0.8845438;0.5553804773464794;0.8532505252342973;0.28631241609412345;0.5282167042889391;0.9047619;0.6333333;0.9684135;0.34862384
34;0.27517445517875044;0.9008923;0.6510084078614955;0.895629909362804;0.5883241066935078;0.9151829;0.7321117;0.97581536;0.42224458;0.88392305;0.5541794459940763;0.8557943715958561;0.28629860754138114;0.5275229357798165;0.9077079;0.61742425;0.9637473;0.3738532
35;0.27094880395045107;0.89782715;0.6430605413109786;0.8924305647017572;0.5822848515349773;0.9131847;0.71453744;0.97447616;0.408153;0.8857852;0.5561699218813974;0.8581908559837194;0.2865928024039699;0.5275229357798165;0.9087221;0.6287879;0.96482414;0.38073394
36;0.2735551210187183;0.8993938;0.6495910349230527;0.8951522496669507;0.5885311871227364;0.9091705;0.76180696;0.98172367;0.37342727;0.88547486;0.5562114613152613;0.8568407239342188;0.28295850431896896;0.5045871559633027;0.90377545;0.6462882;0.97092605;0.33944955
37;0.2739912123574068;0.90061986;0.6528780404226187;0.8936296697400284;0.5883241066935078;0.90792245;0.7901099;0.9849535;0.36185205;0.887337;0.5546233460616716;0.8547677772874858;0.2860076448317643;0.502262443438914;0.90129185;0.67980295;0.9766691;0.31651375
38;0.2744828434298804;0.9015735;0.6584631163112697;0.8966882300733878;0.5874371859296482;0.90932244;0.7882979;0.9843233;0.372924;0.8879578;0.5509636361066811;0.8547307309812495;0.2839809139921087;0.5114678899082569;0.9029578;0.6760563;0.9752333;0.33027524
39;0.2732230252986277;0.90055174;0.6536880101325154;0.8954187725176622;0.5855130784708249;0.91144156;0.75607383;0.9802269;0.39154506;0.88702667;0.5546499438567931;0.857375837246521;0.2837266450219462;0.5114678899082569;0.9061033;0.65;0.9698492;0.35779816
40;0.27254866020457474;0.9017097;0.6607832096934461;0.8980030629214363;0.5918470055359839;0.9112508;0.7714571;0.98196;0.3890287;0.8857852;0.5541843817889583;0.855227151484816;0.28545134141809964;0.518348623853211;0.903;0.6531532;0.9723618;0.3325688
41;0.27370789199590473;0.9004155;0.6539536340701615;0.8977147345567205;0.5865191146881288;0.91166985;0.7526468;0.9797542;0.3935581;0.88392305;0.553367803862539;0.8580698380500141;0.2883916116053092;0.5206422018348624;0.904698;0.6280992;0.9676956;0.34862384
42;0.2705914580805142;0.901301;0.6589046544498547;0.8984772932046327;0.5910462776659959;0.9148528;0.7384752;0.9767607;0.41922495;0.88547486;0.551141179155525;0.854005446630268;0.2867063911230501;0.5160550458715596;0.90896785;0.6254682;0.96410626;0.38302752
43;0.2706596401883125;0.9008923;0.6634404942116355;0.899757356169442;0.5935613682092555;0.90812695;0.7916667;0.9850323;0.36336187;0.8888889;0.5554316622185216;0.8550987242898634;0.2838555511565848;0.5125858123569794;0.9025199;0.6893204;0.977028;0.32568806
44;0.27267001516262906;0.90279955;0.6645554358478662;0.8985938932349702;0.5923502767991947;0.9174509;0.7360877;0.9753427;0.43935582;0.8845438;0.5587673880309592;0.8576347497645501;0.28435652394571487;0.528604118993135;0.9105442;0.6134752;0.9608758;0.39678898
45;0.26974193083335396;0.9023227;0.6666882321879825;0.9012854469444489;0.5938600905888274;0.91269606;0.76612127;0.9808571;0.40060392;0.88982;0.5623050345118007;0.8601798310029835;0.2827984919039675;0.5091743119266054;0.9074757;0.66945606;0.9716439;0.36697248
46;0.2687380990114599;0.90239084;0.6664194106813573;0.9005351192075735;0.5958835341365462;0.913612;0.7593633;0.9797542;0.408153;0.8860956;0.5615789646801952;0.8590997253633831;0.28185725335579787;0.5252293577981652;0.9068281;0.6385542;0.9676956;0.3646789
47;0.2692512145420438;0.8997344;0.6607829897245738;0.8977292451351304;0.5963764469048818;0.9050094;0.8113664;0.9877107;0.33769503;0.8851645;0.5548539520309091;0.8577792303588717;0.28613639312138994;0.518348623853211;0.89763004;0.6793478;0.9788227;0.28669724
48;0.26529407054622317;0.90184593;0.6664654131819197;0.8989530102274204;0.5948666331152491;0.9092893;0.7922912;0.9847172;0.37242073;0.8882682;0.5540577946903227;0.856794621864236;0.2882031838043664;0.5068807339449541;0.90299004;0.6792453;0.97559226;0.33027524
49;0.2730289034037416;0.9036169;0.6720504421055695;0.9003779014516049;0.5966850828729282;0.9109524;0.7985386;0.984796;0.38500252;0.8910614;0.5607792248428674;0.8590939626046352;0.2816734939933859;0.5252293577981652;0.9056981;0.6923077;0.97559226;0.35091743
50;0.26505434213769624;0.9028677;0.675914061331359;0.9033397840651488;0.5983895319577253;0.90832007;0.81766707;0.98731685;0.36336187;0.88857853;0.5585309361809581;0.8565073071780923;0.28311403280252406;0.5206422018348624;0.90142244;0.6934673;0.9781048;0.31651375
51;0.2665614422105466;0.903072;0.6702692091337096;0.9023246977418763;0.5963764469048818;0.91048145;0.7962185;0.9847172;0.38147962;0.8867163;0.5595657858789125;0.8588519267372249;0.28524568909576853;0.5194508009153318;0.90229315;0.6666667;0.97451544;0.32568806
52;0.2684423030118033;0.9034126;0.678082451898053;0.9016485087526145;0.6024157020634122;0.9083732;0.82514286;0.98794705;0.36336187;0.8904407;0.5630009388305274;0.8578837832675831;0.2901369912664318;0.5298165137614679;0.9024148;0.7085427;0.97918165;0.3233945
53;0.2684889089177329;0.9049111;0.6790207774840528;0.9039705581156992;0.6049320583794665;0.91233575;0.8012232;0.9846384;0.3955712;0.88764745;0.5616394375794194;0.8577347747913882;0.28447322224623517;0.5149572649572649;0.904;0.6666667;0.9734386;0.33944955
54;0.26864475165001195;0.9038213;0.6718097665416098;0.9031773726322088;0.5958731756416709;0.91686374;0.75021756;0.9773909;0.43381983;0.88547486;0.5608229505297401;0.8596224899069397;0.28220469172070445;0.5252293577981652;0.90896785;0.6254682;0.96410626;0.38302752
55;0.26559549283023626;0.903072;0.6776528183580732;0.9055281061578058;0.6019124308002013;0.9093484;0.8085339;0.986214;0.37191746;0.88982;0.5544979378318491;0.8529492152769087;0.2888162114271868;0.5263157894736842;0.90368646;0.6919431;0.9766691;0.33486238
56;0.2667551456341163;0.9049792;0.680164909927346;0.904782714396373;0.6023127199597788;0.91276395;0.7977867;0.9841657;0.3990941;0.89230293;0.5624269520428384;0.858070661301264;0.2834637982297913;0.5248868778280543;0.9060939;0.70319635;0.9766691;0.35321102
57;0.26701720033289345;0.9031401;0.6805206366650529;0.905922349850997;0.6037167252636866;0.90775573;0.8288708;0.9884197;0.35832915;0.88764745;0.5586108238317725;0.8566089787074297;0.2867332602892138;0.5246636771300448;0.89973617;0.69473684;0.97918165;0.3027523
58;0.2670961279733141;0.901301;0.6713209203682708;0.9015425736009444;0.6019124308002013;0.9063968;0.8179669;0.9878683;0.3482637;0.88857853;0.5542670366745701;0.85643239131437;0.29393146902063777;0.5284738041002278;0.9000989;0.7037037;0.9798995;0.30504587
59;0.2638479539396022;0.9047068;0.685467314046492;0.9071827680300082;0.6036217303822937;0.92079574;0.73333335;0.9735308;0.46502265;0.88547486;0.5595300090671111;0.85808136356751;0.2862164748544689;0.5229357798165137;0.91203547;0.61591697;0.96015793;0.4082569
60;0.26720391323006;0.9043662;0.6812382559538955;0.9049069067102229;0.6049320583794665;0.91228455;0.79474217;0.9840082;0.3955712;0.89137185;0.5636059983215115;0.8559178592833104;0.2881315236114553;0.5206422018348624;0.90708554;0.6869565;0.9741565;0.36238533
61;0.2670941095671445;0.90293574;0.6782156517848654;0.9046504738655364;0.6074484146955209;0.91263276;0.7738792;0.98172367;0.39959738;0.8879578;0.5538930395208682;0.8584724079111152;0.2850026503519787;0.518348623853211;0.9070158;0.654321;0.9698492;0.3646789
62;0.26597396694273456;0.90593284;0.6884826223201387;0.906990463219688;0.6064418721690992;0.9150341;0.7880228;0.98243266;0.4172119;0.88919926;0.5559837116808447;0.8573676047340238;0.285679424404728;0.5148741418764302;0.9082353;0.659919;0.9698492;0.3738532
63;0.2640448089307885;0.90368503;0.6818838894016812;0.9060876951167307;0.6044287871162557;0.9128239;0.781158;0.98243266;0.40060392;0.8904407;0.5634314959373005;0.8588914427972102;0.2909989191634288;0.5194508009153318;0.9072648;0.67659575;0.97272074;0.3646789
64;0.26360675116700116;0.906001;0.689809662968533;0.9078789387993756;0.611138986452584;0.9210957;0.7433841;0.9747912;0.46653247;0.8851645;0.5573018942866181;0.8575997615864382;0.2859906106817286;0.5215419501133787;0.9114441;0.61538464;0.96051687;0.40366971
65;0.2648964582646618;0.9064096;0.6873792761079986;0.9065158761189896;0.606532663316583;0.9166667;0.7793984;0.9809359;0.43029693;0.8882682;0.5571698275629747;0.85408118574524;0.28927445807797725;0.518348623853211;0.9097973;0.6450382;0.96661884;0.38761467
66;0.2645032160782406;0.904843;0.6858726644245797;0.9083697809196041;0.6116407425990968;0.9162184;0.7657658;0.9795179;0.42778057;0.88485414;0.5480764573408106;0.8531789023755738;0.29358686718796073;0.5119825708061002;0.90588236;0.6315789;0.96733665;0.35779816
67;0.2615546280929628;0.904843;0.6891989579357177;0.9073061475928813;0.6138763197586727;0.91154826;0.8085774;0.9855837;0.3890287;0.88547486;0.5542489148809951;0.8561681276632178;0.2840092267441054;0.536697247706422;0.9021631;0.6543779;0.9730797;0.32568806
68;0.2656073279216491;0.9040256;0.6905066579432525;0.9089798992014344;0.613682092555332;0.90961885;0.81898457;0.9870805;0.37342727;0.8867163;0.5566619865733448;0.857232591529074;0.28431041520216094;0.5206422018348624;0.9012264;0.67317075;0.9759512;0.31651375
69;0.26598315380575077;0.9041619;0.6889949134557883;0.9087368668362633;0.6094614997483644;0.90880114;0.8310502;0.988341;0.36638147;0.8867163;0.559470684154731;0.8579743409050494;0.2816204382100881;0.5228310502283106;0.90043;0.67839193;0.977028;0.30963302
70;0.2636206814786181;0.9043662;0.6869890423135463;0.908687606197809;0.6089582284851535;0.9101279;0.8178844;0.9868442;0.37745345;0.8904407;0.557516999899236;0.8551538821235929;0.29295419587121846;0.5252293577981652;0.9032151;0.702439;0.9781048;0.33027524
71;0.26240611368876926;0.90504736;0.6898342673009822;0.9089822383383912;0.6149974836436839;0.9206373;0.7373899;0.974161;0.46351284;0.8851645;0.5564407492309917;0.8549505390649184;0.3005367811609691;0.5114678899082569;0.91256833;0.6122449;0.9590811;0.41284403
72;0.26492107854356123;0.9082488;0.7003082409007899;0.9117980636544978;0.6180171112229492;0.9219784;0.7588997;0.97652435;0.47206846;0.8879578;0.5567014793773513;0.8536061697741657;0.2879919655722798;0.5137614678899083;0.9125553;0.6325088;0.9626705;0.41055045
73;0.2633319118682301;0.90668213;0.7015828721596061;0.9125140377952199;0.619215291750503;0.91178185;0.8313641;0.987632;0.38953197;0.8860956;0.554987778705511;0.85308093547686;0.2880738837809795;0.518348623853211;0.90062934;0.6699507;0.9759512;0.3119266
74;0.2604676925954217;0.90688646;0.7006452870593209;0.9117664853055815;0.6220432813286362;0.9133037;0.8169734;0.98589885;0.40211374;0.88764745;0.5575905080761254;0.8519201512147896;0.2918938839406904;0.5193621867881549;0.9042695;0.6651786;0.9730797;0.3417431
75;0.2640982569167989;0.9064096;0.6989186776530093;0.9109122840292688;0.6165072974333166;0.9115765;0.82992464;0.9875532;0.38802215;0.88702667;0.5569803174768356;0.8525626988151769;0.29445280846206023;0.5170068027210885;0.9009934;0.6782178;0.9766691;0.3142202
76;0.26094484098143855;0.90688646;0.6997987290017662;0.9122281675066282;0.619023653749371;0.91384727;0.81124496;0.98518986;0.40664318;0.8867163;0.54982800074996;0.8505387356178007;0.29187670844005253;0.518348623853211;0.9039039;0.6577778;0.9723618;0.33944955
77;0.2638146962543118;0.9064096;0.6982956491201567;0.9119977030468012;0.6230498238550579;0.9135009;0.8086606;0.9850323;0.40412682;0.88640594;0.5495473142299795;0.8491293294783221;0.2946199060369729;0.5148741418764302;0.90387183;0.65486723;0.97200286;0.33944955
78;0.26001347878659975;0.90736324;0.6941584502201577;0.9093453001465569;0.6155007549068948;0.9173663;0.78422487;0.981251;0.43532965;0.88702667;0.5533730532464041;0.8511158347438371;0.2928622264084351;0.49777777777777776;0.90692204;0.64634144;0.9687724;0.3646789
79;0.26354469022196014;0.90961105;0.7066033129164482;0.9131729806052243;0.6290890790135883;0.91836584;0.8010949;0.98282653;0.44187218;0.88485414;0.5491912229253813;0.8550287479336394;0.2868832597204945;0.505720823798627;0.90697676;0.627451;0.96590096;0.36697248
80;0.26373023152186187;0.9079082;0.7030815916212485;0.9117471775140905;0.6236180904522614;0.9168014;0.7953488;0.982669;0.43029693;0.887337;0.5569034907002844;0.8558676409570789;0.2911813844811613;0.5125284738041003;0.90695333;0.6489796;0.96913135;0.3646789
81;0.26059289434736316;0.9071589;0.704796673245622;0.9132704710760166;0.6280825364871666;0.9144174;0.8089109;0.984796;0.41117263;0.88919926;0.5509916620454849;0.8536333370654056;0.2896145798894909;0.5229357798165137;0.9055092;0.6740088;0.9734386;0.35091743
82;0.2602815091099031;0.906001;0.7047855557405245;0.9130140184081357;0.6202213279678068;0.90927505;0.8533178;0.99007404;0.36889783;0.88919926;0.5527004495488267;0.8521712428459467;0.2888070265956172;0.5068807339449541;0.9014876;0.70050764;0.9788227;0.31651375
83;0.2630090026592057;0.9071589;0.7045027859261508;0.9125961454670419;0.622546552591847;0.9118267;0.83766234;0.9881834;0.38953197;0.88919926;0.5488874384301176;0.8521391360472084;0.2927526628389298;0.5034324942791762;0.90362245;0.685446;0.9759512;0.33486238
84;0.26121886882556206;0.9062053;0.7046920106512137;0.9127136771875232;0.6215400100654253;0.91072077;0.8373894;0.9884197;0.38097635;0.8882682;0.5440980460391233;0.8493252632757496;0.29130518863765;0.5091743119266054;0.9019218;0.6862745;0.977028;0.32110092
85;0.26191384495728187;0.90688646;0.7004809214732933;0.9113758296106035;0.625;0.91646445;0.7865065;0.9818024;0.42828384;0.8860956;0.5416070423017753;0.850472875517825;0.29806854776127006;0.5080091533180778;0.9079258;0.6342412;0.9662599;0.3738532
86;0.2599419861289467;0.9095429;0.7106970902295892;0.9136665781494954;0.6336185203824861;0.9205891;0.7818648;0.97991174;0.45998994;0.8860956;0.5496550599956401;0.8510993697188433;0.292052237741293;0.5091743119266054;0.9084769;0.6321839;0.965542;0.37844038
87;0.26145532825734225;0.90872556;0.7097422668178175;0.9149037437213005;0.6311021640664318;0.9190905;0.785022;0.98077834;0.44841468;0.8879578;0.5537576492913666;0.8530685867081147;0.29204222111552863;0.5068807339449541;0.90949005;0.6436782;0.96661884;0.3853211
88;0.2621079483278505;0.9087937;0.7125109436189183;0.9147610761901311;0.6285858077503774;0.9163306;0.8103448;0.98440206;0.42576748;0.88982;0.550020517346893;0.8500019758029993;0.2926418712509485;0.5091743119266054;0.9085714;0.6639676;0.97020817;0.3761468
89;0.25810833831992885;0.9081125;0.7072750899424702;0.9131987904045271;0.6287726358148893;0.9160249;0.80497134;0.9839294;0.4237544;0.89385474;0.551122897161789;0.8443577652350875;0.29832613073442016;0.5068807339449541;0.9092431;0.6991525;0.97451544;0.37844038
90;0.26154705316047056;0.9082488;0.7133430358735309;0.9153141829644381;0.6295923502767992;0.9137315;0.8305785;0.9870805;0.4046301;0.8910614;0.5542284408810969;0.8495393086006706;0.2920911670387864;0.5251141552511416;0.9048886;0.6976744;0.9766691;0.3440367
91;0.2574853294444459;0.91001976;0.7117358594531171;0.9151086362601591;0.628643216080402;0.9229453;0.76941746;0.9775484;0.47861096;0.8829919;0.5527368971256058;0.8511528810500734;0.2984423331574096;0.5056689342403629;0.9109519;0.60137457;0.95836323;0.40137616
92;0.25560637435272987;0.9082488;0.7121264229882771;0.9161476491792522;0.626572722697534;0.9132493;0.83613443;0.9877107;0.40060392;0.8867163;0.5496523694089238;0.8500118548179956;0.3013201653263644;0.5191873589164786;0.9025607;0.66511625;0.9741565;0.32798165
93;0.25994752741741484;0.90736324;0.7101036057590806;0.9156210856624463;0.6209150326797386;0.9114871;0.8448845;0.9888924;0.38651234;0.8860956;0.5469680052790155;0.849480857761942;0.2930604041797415;0.5136363636363637;0.90089494;0.6682927;0.97559226;0.3142202
94;0.258596753842779;0.90961105;0.7165283439659252;0.9160309103865529;0.6331152491192753;0.91609925;0.8228963;0.9857413;0.42325112;0.8895096;0.5514595776304362;0.8531789023755738;0.2914927856988562;0.5080091533180778;0.90744466;0.6666667;0.971285;0.36697248
95;0.26043523398362667;0.91056466;0.7187195105334812;0.9170546594458434;0.634121791645697;0.9186962;0.8091743;0.9836143;0.44388527;0.887337;0.5502854943888731;0.8521695963434472;0.2919733046995121;0.5045871559633027;0.9072269;0.64777327;0.9687724;0.36697248
96;0.2581727623175222;0.90981543;0.7183754942911394;0.9178639413633077;0.6316054353296426;0.9195572;0.79310346;0.9815661;0.4514343;0.88485414;0.5478330677039297;0.8485600512391578;0.29210120689269553;0.5091743119266054;0.9064288;0.6294821;0.96661884;0.36238533
97;0.25946643731954777;0.91131395;0.7175851003138125;0.91767548225273;0.6321087065928536;0.9164351;0.84147555;0.9874744;0.42476094;0.8916822;0.552652264383558;0.8447092935187077;0.2936892038515308;0.5045871559633027;0.9063021;0.6950673;0.97559226;0.35550457
98;0.25940400324104657;0.9092024;0.7175780126184073;0.9179475159515265;0.6280825364871666;0.9129771;0.8531318;0.9892863;0.3975843;0.89137185;0.5561935156958373;0.8490428880971042;0.29161353003925083;0.5206422018348624;0.90384614;0.70873785;0.97846377;0.33486238
99;0.2582585005676182;0.9093386;0.7133762182001462;0.9171961772317291;0.6316054353296426;0.91674614;0.8129771;0.98455966;0.4287871;0.8888889;0.5547089134770855;0.851943202249781;0.296906887252441;0.518348623853211;0.9071093;0.6625;0.97092605;0.3646789
